"구분","항목별","항목","단위","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"전라북도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","10","18.2","18.2","30.7","29.2","20.8","24.8","31.8","48.4","44.9","65.8","58.2","51.2","53.9","44","43.6","47.6","45.5","24.9","13","39.1","62.5","58.9","",
"전라북도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","22.5","22.5","22.1","23.2","32.24","32.5","43.2","20.2","23.4","14","19.2","21","",
"전라북도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","",".7","2.4","2.1","",
"전라북도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","4.1","8.6","4.6","3.6","4.2","3.1","3","5.2","3.3","4.3","4","5.2","5.7",
"전라북도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0",".2",".2","0",".4",".3",".5","0",".2",".4",".6",".4",
"전라북도","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3",
"전라북도","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","36.3",
"전라북도","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0",".1",".1",".1","0","1",".8",".9",".6",".6","",
"전라북도","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","",
"전라북도","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".2",".3",".6",".5",".5",".9",".5","24",".5","2.4","2.8","1.8","1.5",
"전라북도","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","103","82","100.2","85.2","65.6","107.2","80.5","43.3","45.1","72.4","59.6","18.7","14.5","11.4","19.1","12.95","17.2","16.5","14.2","3.6","14.7","11.6","35.8","44.2",
"전라북도","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.6","5.6","5.5","17.3","18.6","19.4","7.2",".6",".4","2","2.9","3.1","2.2",
"전라북도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"전라북도","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","40.3","51.4","51","47.5","50","53.5","47","50.4","46.9","41.4","39","41.5","",
"전라북도","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","22.2","29.8","28.4","24.8","39.8","12.5","16.4","20.2","18.5","47.6","27.3",
"전라북도","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","",".9",".7",".5","1.1",".2",".1","0","0","0","0",
"전라북도","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","37.9","63.7",
"전라북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","11","17.5","18","23","38","61","50.7","58.3","50.1","16.1","45.2","13.1","1.6","7.4",".8","5.9","10.8","8.3","46.6","46.6","44.2","15.8","2.7","1.3",
"전라북도","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","504.8","528.7","599.4","580","560","554.9","487.7","490.4","531.2","601.1","591.3","578","650","485.6",
"전라남도","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1908","1761.4","1725","1691.8","1607.8","1712.6","1784.7","1803.8","1689","1354.2","1347.9","1496.7","1686","1547.6","1512.1","1522.5","1798.9","1696.8","1678.8","1673.2","1742.1","1742.1","1743.2","1720.2",
"전라남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","929.9","946.2","927.6","952","895.3","933.8","881.6","919.9","952.9","972.1","1001",
"전라남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1082","972.9","934.8","928.5","908.6","944.1","979.9","984.2","923.2","929","771.2","714.7","821.2","816.2","827.1","803.9","853.2","802.4","836.2","795.1","825.2","791.2","786.6","904.6",
"전라남도","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","598","453.3","399.4","397.8","419.3","362.2","370.3","285.5","326.3","318.8","144","113.7","63.5","26","13.8","9.5","13.2","16.8","47.1","87.4","96","78.5","88.5","60.1",
"전라남도","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","154","155","164.1","154.4","125","157.2","157.2","157.2","192.5","248.8","229.1","250.1","309.1","271.5","251.3","255.4","275.7","320.1","334.7","298","297","234.8","244.2","280.9",
"전라남도","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","215.5",
"전라남도","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","116","78.9","89.2","82.8","79.6","87.2","91.4","96.4","66.4","63.7","47","37.5","46.4","48.1","41.4","38.1","53","45","36.2","22.3","40.6","45.1","43.1","29.6",
"전라남도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","37.1",
"전라남도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","43","40.4","46.1","43.4","44.5","43.9","42.5","41","35.3","32.6","26.7","30.1","44.4","47.9","36.4","34","49.7","33.1","40.9","40.2","41.2","40.8","36.8","17.8",
"전라남도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","48","52.6","62.8","52.1","56.9","66.3","86.2","98.6","112.2","111.3","114.3","145.9","168.3","154.5","137.4","150.2","124.2","138.1","153.8","175.4","192.4","159.5","184","",
"전라남도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","123","192.7","173.2","198","183.3","227.3","232.3","305.5","190.5","153.8","210.1","137.4","189.5","268.2","346.8","316.7","337.4","249.3","223.5","171.8","158","232.5","190","263.6",
"전라남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","448","421.4","379","365.2","372.6","392.3","388.1","354.9","326.9","235","183.7","157.6","180.9","113.7","119.1","123.7","98.8","92.9","97.6","86.5","90.6","150.8","167.8","91.8",
"전라남도","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","153","93.2","86.7","46.7","61.2","37.8","32.8","25.8","20.6","16.5","12.3","","","","","","","","","","","","","5.3",
"전라남도","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","22.6","20.6","19.9","12.8","15.9","18","18.3","21.9","24.4","30.7","31.7","42.1","30",
"전라남도","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","56","55.3","39.9","35.5","35","35.6","32.6","34.1","56.3","45.7","46.6","44.4","34.5","19.6","17","18.3","10.3","14.6","18.3","22.6","31.3","30.7","32.8","20.3",
"전라남도","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","130","107","96.6","116.5","122.4","134.5","134.7","102.4","50.5","50.1","20.5","19","17.2","14.9","22.7","25.6","29.8","24","24.6","14.9","7.2","24.4","31","4.9",
"전라남도","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.3",
"전라남도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","109","165.9","155.8","166.5","154","184.4","188","192.6","199.5","122.7","104.3","71.6","108.6","59.3","66.6","63.9","40.7","36","32.8","24.6","21.4","64","61.9","29",
"전라남도","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".4",
"전라남도","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","4.1","10.9","17.7","4.2",
"전라남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","378","367.1","411.2","398.1","326.6","376.2","416.7","464.7","438.9","190.2","208.2","239.6","270.6","231.9","214.5","237.4","489","456.9","343.7","318.3","323.4","282.9","243.9","195.5",
"전라남도","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.9",
"전라남도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","28",
"전라남도","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","170","173.5","177.9","172.7","77","74.6","81.2","105.1","97.1","51.3","64.1","54","52.2","37.1","33.7","26.2","199","119.4","72.8","66.3","68.5","57.1","35.7","",
"전라남도","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","35","37.2","52.5","38.3","24.5","85.1","98.5","100.6","79","20.4","22.6","19.5","15.3","19.4","19.3","13.6","26","66","26.2","24.4","24.2","22.7","17.5","11.6",
"전라남도","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","20","15","15.4","13.4","9.4","9.2","10.1","14.9","9.2","8.4","9.3","10.7","18.1","6.5","8.8","8","10.5","15.5","13.8","12.8","12.6","13.3","","",
"전라남도","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","11.1","5.3",
"전라남도","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","4.6",
"전라남도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","1.4",
"전라남도","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","10.3",
"전라남도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","5.9",
"전라남도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".1",
"전라남도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","31","23.8","23","22.9","16.4","33.3","35.8","37.9","41.3","22.3","16.6","15.3","9.1","10.7","11.5","17.4","25.9","45.5","33.7","19.6","26.7","27.2","14.2","",
"전라남도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","7.1","8.2","6.7","11","8.7","10.5","19.2","17.7","29.7","13.2","11.6","5.7","",
"전라남도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","4","3.2","2.9","",
"전라남도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","13.3","11.3","8.6","4.6","8.1","7.1","6.8","5.5","5.7","6","6.6","5.4","7.2",
"전라남도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".2",".4",".5","1.1",".5","2",".8","1.1",".6","1.4","2.3",".1",".4",
"전라남도","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","1.2",
"전라남도","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","71.5",
"전라남도","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","3","0",".6",".6",".5","1.5","1.6",".6",".6",".1","0","0","",
"전라남도","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".1",".2",".1","0",".1",".5",".5",".2",".2","0","0","0","",
"전라남도","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.5","1.3","1.4","3.2",".9","1.4",".9",".9",".9","1.1","1.5","1.6","1",
"전라남도","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","86","81.8","105.2","119.9","119","92.2","96","114.9","112.8","40.8","27.6","19.8","58.9","36.1","24.2","23.8","79.5","71.4","53.3","35.3","30.2","28.6","26.9","7.4",
"전라남도","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.7","4.6","2.4","3.7","3.5","4.8","5.1","3.9","5.1","4.8","7","1.8","1.1",
"전라남도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"전라남도","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","81.2","76.7","83","72.7","104.1","94.1","89.1","88.4","84.9","69.1","72.5","88.5","",
"전라남도","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","4.7","7.2","14.8","16.1","5.4","3.4","4.6","8.8","5.4","4",".3",
"전라남도","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","",".4",".6",".5",".5",".5",".5",".2","0","0","0",
"전라남도","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","8.8","31.4",
"전라남도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","36","35.8","37.2","30.9","80.3","81.8","95.1","91.3","99.5","47","68","12.2","14.2","14.1","12.5","6.6","9.6","9.2","21.7","27.1","52.5","23.9","19.7","3.9",
"전라남도","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","184.8","384.8","413.4","385.8","351.4","357.5","357.9","344.6","401.3","473.3","498.8","506.3","527.2","523.7",
"경상북도","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2087","2044.3","1979","2020.1","1950.2","1949.3","1977.8","2066.5","2135.9","2188.3","2292.8","2455","2391.3","2303.7","2280.7","2269.5","2349.8","2389.2","2365.1","2360.7","2503.4","2561.7","2594.4","2367.1",
"경상북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","1151.8","1141.8","1215.5","1314.9","1360.9","1350.4","1364.6","1502.5","1539.6","1484.7","1413.3",
"경상북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1036","1041.1","1144","1131.7","1172.3","1127.5","1140.7","1184","1289.4","1344","837.5","937.9","855","885.1","889.1","966.3","1083.3","1111.6","972.2","1043.6","1229.2","1240.6","1216.7","1232.8",
"경상북도","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","516","548.2","581","549.1","572.1","532.8","515.7","468.9","477.5","512.3","24.9","18.2","23.1","25.3","9.4","17.6","13.6","20.9","35.5","63.5","88.5","86.9","75.7","67.2",
"경상북도","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","255","221.1","254.3","238.9","218.5","207.4","210.3","264.1","262.5","302.9","334","331.7","280.8","269.8","280.7","307.3","380.3","409.2","348.3","350.8","385.9","368.7","350.6","281.2",
"경상북도","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","294.5",
"경상북도","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","94","102.9","117.4","121.2","156.2","153.5","163.7","161.6","151.5","123","90.1","93.9","80.7","98.7","94.2","101.7","110.5","113.4","84.2","84.1","83.5","99","80.5","68.8",
"경상북도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","34.9",
"경상북도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","32","27.9","30","34.9","35.3","38.9","44.3","52.8","57.7","54","53.6","73.1","58.4","62","56.2","61.2","56.4","59","56.3","59.6","52.1","70.6","37.5","16",
"경상북도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","44","50","64.4","87.8","90.4","78.5","80.8","107.7","162.5","172.3","157.6","95","117.1","120.6","123.3","140.6","157.5","184.7","162.3","193.4","250.9","243.2","296","",
"경상북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","95","91","96.9","99.8","99.8","116.4","125.9","128.9","177.7","179.5","177.3","326","294.9","308.7","325.3","337.9","365","324.4","285.6","292.2","368.3","372.2","376.4","470.2",
"경상북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","631","582.2","422","496.9","455","397.6","380.2","383","308","276","288.4","278.5","301.2","266.7","252.7","249.2","231.6","249.3","378.2","321","215.8","242.6","173.9","143.2",
"경상북도","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","235","135.6","107.9","90.8","71.7","63.4","61","59","64.8","78","73.8","","","","","","","","","","","","","4.8",
"경상북도","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","24.1","32.9","31.3","25.5","22.7","19.8","30.4","29.1","50.8","31.9","45.4","31.2","31.6",
"경상북도","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","77","88.5","66.5","63.9","61.7","49.7","48","43.7","30.7","38.5","37.4","30.5","36.7","37.2","29.7","29.1","24.1","27.6","71.1","41.9","29.5","26.6","27.1","19.6",
"경상북도","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","143","200.4","125.8","124.9","132.2","108.8","111.6","111.8","96.9","75.3","86.7","67.1","50.8","50.5","54.1","50.8","50.3","58","79.9","61.5","43.5","30.2","19.4","18.9",
"경상북도","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.9",
"경상북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","176","157.7","121.8","217.3","189.4","175.7","159.6","168.5","115.6","84.2","90.5","156.8","180.8","147.7","143.4","146.6","137.4","133.3","198.1","166.8","110.9","140.4","96.2","65.4",
"경상북도","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","17.1",
"경상북도","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","57.5","56.4","94.1","20.2",
"경상북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","420","421","413","391.5","322.9","424.2","456.9","499.5","538.5","568.3","632.3","642.1","628.9","628.1","613.8","565.1","544.6","549.3","484.8","375.7","332.1","348.9","405.5","295.1",
"경상북도","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","16",
"경상북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","40",
"경상북도","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","236","225.3","187.2","156.7","161.1","187.6","195.7","255.1","293.4","297.4","267.6","260.5","240.7","217.5","213.4","182.1","190.9","192.6","203.6","92.9","65.6","81.4","77.8","",
"경상북도","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","43","45.9","66.8","59.8","52.5","61","62.6","52.9","62.6","63.3","56.7","50.4","45.4","47.9","49.4","50.4","41.8","36.7","40.6","43.4","37","34.5","34.5","24.6",
"경상북도","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","19","21.5","17","22.9","17.1","30.5","30.4","16.7","23.5","27","31.8","20.9","26.2","26.4","23.8","15.3","14.9","10.7","10.4","12.4","13.2","10.6","","",
"경상북도","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","9.7","4.9",
"경상북도","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","9.1",
"경상북도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","1.4",
"경상북도","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","15.6",
"경상북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","8.5",
"경상북도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","13.4",
"경상북도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","15","22.7","20","24.7","23.9","25.4","31.1","42.1","32.1","36.4","49.7","41.4","37.7","26.6","31","28.9","23.6","22.2","23.3","23.7","27.3","26.4","21","",
"경상북도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","16.2","11.6","21.4","14","15.3","14.3","11.2","19.4","22.7","17.2","10.4","12.2","",
"경상북도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","2.3","1.4","1.6","",
"경상북도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","31.4","7.3","14","11.9","16.4","8.6","8.3","7.5","11.5","27.4","26.6","10.1","10.8",
"경상북도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".2",".2",".5",".7",".4",".3",".4",".4","1.1",".9","1.3",".9",".2",
"경상북도","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.9",
"경상북도","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","57.1",
"경상북도","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.6","0","1.8","0","0","0","0","0",".1",".6",".4",".2","",
"경상북도","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",".1","",
"경상북도","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.3",".5","1.5","1.8","3.3","1.3","1.8","1.8","2.6","1.8","1.1","1.2",".9",
"경상북도","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","59","62.9","89.6","61.6","43.5","55.1","50.3","64.7","59.5","83.4","157.7","99.5","140.1","155.7","113.5","105.8","123.5","133.5","58.4","50.4","38","23.8","20.8","8.8",
"경상북도","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","6.9","7.4","8.8","10.9","11.5","7.5","8.2","7.1","6.1","3.7","5","5.1","1.9",
"경상북도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"경상북도","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","51.8","44.7","66","96.7","89.2","81.7","90","75.7","59.1","53.4","62.5","68","",
"경상북도","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","10.2","9.1","7.9","9.7","9.5","8.3","16.2","27.6","28","62.9","29.4",
"경상북도","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","1.6","1.6","1.4","1.5",".1",".1",".1",".4","1.9","5.3",
"경상북도","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","45.5","37.4",
"경상북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","48","42.7","32.4","65.8","24.8","64.6","86.8","68","67.4","60.8","68.8","60","67.1","29.8","36","37","25.1","22.7","28.2","33.4","16","35.1","32","6.9",
"경상북도","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","534.6","596.5","606.2","523.8","525.1","488.9","490.3","479","529.9","620.4","668.8","673.2","704.2","658.7",
"경상남도","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","3298","2434.1","2243.9","2281.3","2313","2379.9","2671","2684.8","2647.8","2766.3","2931.6","2973.7","2807.9","2923.1","2981.3","3041.8","3187.9","2846.5","2991.9","3186.5","3445.1","3380.2","3420.1","3552.8",
"경상남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","1432.5","1485.7","1545.7","1584.9","1398.5","1521","1527","1629.3","1565","1548.2","1645.4",
"경상남도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2152","1472.8","1335.2","1393.1","1418.1","1438.1","1616","1645.1","1701.3","1722.6","1224.8","1166.2","1192","1227.2","1260.6","1307.4","1301","1137","1194.7","1233.8","1184.3","1129.4","1154.6","1261.8",
"경상남도","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1026","690","607.7","671.1","618.4","615.9","611.6","625.8","647.5","698.7","139.7","116.7","131.1","96","78.9","40.2","26.6","7",".1","148.8","100.8","121.6","153.2","136.2",
"경상남도","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","505","308.8","253.5","272","280.3","295.7","320.7","350.9","343.5","326.4","344.4","335.7","375.5","378.3","342.1","345","495.5","444.4","423.8","411.2","408.1","406.3","351.4","395.1",
"경상남도","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","305.4",
"경상남도","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","142","93.7","100.7","106.1","129.4","126.7","142.8","146.6","153.9","129.9","121.8","144.2","77.4","141.3","146.6","164.7","106.4","90.7","90.2","89.5","90.9","100","122.2","153.1",
"경상남도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","93.7",
"경상남도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","67","47.4","26.3","21.5","25.5","39.2","66.5","74.7","81","95.7","134.6","114.1","109.9","101.2","119.2","122.3","102.5","80.3","95.6","105.6","85.3","90.8","99.5","41.1",
